Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-01-29 00:00:00-05:00,24.330320674359033,24.330320674359033,24.20927430284481,24.31302833557129,1003200,0.0,0.0,0.0
1993-02-01 00:00:00-05:00,24.330327009750626,24.485958099365234,24.330327009750626,24.485958099365234,480500,0.0,0.0,0.0
1993-02-02 00:00:00-05:00,24.468672404917633,24.55513414486434,24.41679536094961,24.537841796875,201300,0.0,0.0,0.0
1993-02-03 00:00:00-05:00,24.572414097593086,24.814506847323067,24.55512175832666,24.79721450805664,529400,0.0,0.0,0.0
1993-02-04 00:00:00-05:00,24.883683836460115,24.952853214740756,24.607006323337558,24.900976181030273,531500,0.0,0.0,0.0
1993-02-05 00:00:00-05:00,24.883676528930668,24.935553547406546,24.745337812994986,24.883676528930664,492100,0.0,0.0,0.0
1993-02-08 00:00:00-05:00,24.883676528930668,24.970138226390468,24.849091849946745,24.883676528930664,596100,0.0,0.0,0.0
1993-02-09 00:00:00-05:00,24.79721992444625,24.79721992444625,24.658881180097875,24.710758209228516,122100,0.0,0.0,0.0
1993-02-10 00:00:00-05:00,24.71075947412988,24.762636505916017,24.641590098415033,24.745344161987305,379600,0.0,0.0,0.0
1993-02-11 00:00:00-05:00,24.779932311247716,24.970148121033986,24.779932311247716,24.86639404296875,19500,0.0,0.0,0.0
1993-02-12 00:00:00-05:00,24.831795658360186,24.831795658360186,24.676164627075195,24.676164627075195,42500,0.0,0.0,0.0
1993-02-16 00:00:00-05:00,24.607004896502627,24.607004896502627,24.01906521520882,24.05364990234375,374800,0.0,0.0,0.0
1993-02-17 00:00:00-05:00,24.05364640599532,24.08823108810315,23.949892359671832,24.036354064941406,210900,0.0,0.0,0.0
1993-02-18 00:00:00-05:00,24.31303763612729,24.31303763612729,23.690513201631855,24.019067764282227,378100,0.0,0.0,0.0
1993-02-19 00:00:00-05:00,24.019071858103683,24.10553359985352,23.984487161403752,24.105533599853516,34900,0.0,0.0,0.0
1993-02-22 00:00:00-05:00,24.17468802429592,24.226565037223594,24.10551867372569,24.191980361938477,513600,0.0,0.0,0.0
1993-02-23 00:00:00-05:00,24.26115768525392,24.27845002857912,24.053649565351535,24.17469596862793,373700,0.0,0.0,0.0
1993-02-24 00:00:00-05:00,24.191988263426527,24.485958099365234,24.191988263426527,24.485958099365234,26300,0.0,0.0,0.0
1993-02-25 00:00:00-05:00,24.468672404917633,24.55513414486434,24.41679536094961,24.537841796875,44500,0.0,0.0,0.0
1993-02-26 00:00:00-05:00,24.589718189816672,24.589718189816672,24.451379409564538,24.572425842285156,66200,0.0,0.0,0.0
1993-03-01 00:00:00-05:00,24.658883129111796,24.658883129111796,24.46866734059831,24.503252029418945,66500,0.0,0.0,0.0
1993-03-02 00:00:00-05:00,24.52054711608462,24.866394042968746,24.48596242339621,24.86639404296875,182400,0.0,0.0,0.0
1993-03-03 00:00:00-05:00,24.900978701266556,24.987440432868176,24.866394008625907,24.97014808654785,280100,0.0,0.0,0.0
1993-03-04 00:00:00-05:00,25.00474114803219,25.00474114803219,24.831817626953125,24.831817626953125,89500,0.0,0.0,0.0
1993-03-05 00:00:00-05:00,24.86639407759938,24.970148155809117,24.745347653021362,24.76263999938965,40000,0.0,0.0,0.0
1993-03-08 00:00:00-05:00,24.814512495134696,25.315990447998047,24.814512495134696,25.315990447998047,50800,0.0,0.0,0.0
1993-03-09 00:00:00-05:00,25.264116933036945,25.281409278644777,25.177655204997805,25.22953224182129,169300,0.0,0.0,0.0
1993-03-10 00:00:00-05:00,25.229523661361675,25.281400680541992,25.125769623001037,25.281400680541992,194400,0.0,0.0,0.0
1993-03-11 00:00:00-05:00,25.298700034373095,25.367869412457505,25.177653622725376,25.212238311767578,70900,0.0,0.0,0.0
1993-03-12 00:00:00-05:00,25.00472928084851,25.022021624749513,24.79722115403649,24.952852249145508,643600,0.0,0.0,0.0
1993-03-15 00:00:00-05:00,24.935565256579167,25.073904037475586,24.935565256579167,25.073904037475586,310800,0.0,0.0,0.0
1993-03-16 00:00:00-05:00,25.073904037475586,25.14307342792379,25.073904037475586,25.073904037475586,30800,0.0,0.0,0.0
1993-03-17 00:00:00-05:00,25.039306947706805,25.039306947706805,24.88367589623625,24.91826057434082,21800,0.0,0.0,0.0
1993-03-18 00:00:00-05:00,25.02202699463943,25.177658123147896,25.02202699463943,25.073904037475586,59300,0.0,0.0,0.0
1993-03-19 00:00:00-05:00,25.174939876294317,25.174939876294317,25.035947799682614,25.035947799682617,66900,0.213,0.0,0.0
1993-03-22 00:00:00-05:00,24.79270763490388,24.94907369567062,24.775333628152023,24.89695167541504,183400,0.0,0.0,0.0
1993-03-23 00:00:00-05:00,24.96646115906059,24.983835175176846,24.914339110711822,24.949087142944336,55200,0.0,0.0,0.0
1993-03-24 00:00:00-05:00,24.914339110711822,25.053331239641874,24.792720997898027,24.949087142944336,37200,0.0,0.0,0.0
1993-03-25 00:00:00-05:00,24.96645567078904,25.15756980605604,24.931707646195036,25.10544776916504,110100,0.0,0.0,0.0
1993-03-26 00:00:00-05:00,25.08807546128477,25.105449474762114,24.949083353466015,24.96645736694336,101500,0.0,0.0,0.0
1993-03-29 00:00:00-05:00,24.983822027511756,25.192310111190576,24.983822027511756,25.07069206237793,87100,0.0,0.0,0.0
1993-03-30 00:00:00-05:00,25.10546686901417,25.14021492004395,25.070718817984393,25.140214920043945,56000,0.0,0.0,0.0
1993-03-31 00:00:00-05:00,25.209684213662047,25.27918024181825,25.122814178466797,25.122814178466797,111600,0.0,0.0,0.0
1993-04-01 00:00:00-05:00,25.157565866717853,25.157565866717853,24.983825770953228,25.035947799682617,129500,0.0,0.0,0.0
1993-04-02 00:00:00-05:00,24.827464595067426,24.827464595067426,24.514732360839844,24.514732360839844,59400,0.0,0.0,0.0
1993-04-05 00:00:00-04:00,24.705846684271595,24.705846684271595,24.566854579156143,24.636350631713867,172200,0.0,0.0,0.0
1993-04-06 00:00:00-04:00,24.688466818025795,24.688466818025795,24.497352718801107,24.566848754882812,129700,0.0,0.0,0.0
1993-04-07 00:00:00-04:00,24.601606437570197,24.653728485107422,24.549484390032973,24.653728485107422,28000,0.0,0.0,0.0
1993-04-08 00:00:00-04:00,24.757966779871733,24.757966779871733,24.514730615016855,24.618974685668945,180800,0.0,0.0,0.0
1993-04-12 00:00:00-04:00,24.862213286079296,24.983831380420703,24.827465259124608,24.96645736694336,348500,0.0,0.0,0.0
1993-04-13 00:00:00-04:00,24.94908152686225,25.105447636710274,24.931707514656914,25.018577575683594,146100,0.0,0.0,0.0
1993-04-14 00:00:00-04:00,25.035957268779896,25.05333128492756,24.96646120418925,24.983835220336914,119600,0.0,0.0,0.0
1993-04-15 00:00:00-04:00,24.96646120418925,25.035957268779896,24.879591123450947,24.983835220336914,148600,0.0,0.0,0.0
